user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,semantic_similarity,answer_correctness
Apa saja data yang harus diisi saat lapor diri?,"['12 \n \nGambar 18 WNI - Lapor Diri -  Identitas \nSetelah \nselesai \nmengisikan \ndata \nidentitas, \nuser \ndapat \nklik  \n untuk melanjutkan proses lapor diri. Apabila telah \nselesai dari halaman input identitas, maka user akan diarahkan pada halaman input \ndata di luar negeri seperti berikut. \n \nGambar 19 WNI - Lapor Diri - Input Data di Luar Negeri', '17 \nUser dapat memasukkan nomor registrasi lapor diri pada kolom yang telah \ndisediakan kemudian klik \n memproses pengecekan nomor \nregistrasi lapor diri, sehingga sistem akan menampilkan pop up setiap berikut. \n \nGambar 27 WNI - Akun Terhubung \n \nApabila data yang dimasukkan tidak valid, maka sistem akan menampilkan pop up \nseperti berikut. \n \nGambar 28 WNI - Nomor Registrasi Tidak Ditemukan \n \nSelanjutnya, user dapat memilih \n, dan melakukan input ulang nomor \nregistrasi lapor diri. Apabila user lupa dengan nomor registrasi lapor diri yang \npernah dilakukan, maka user dapat memilih \n, kemudian sistem \nakan menampilkan form seperti berikut. \n \nGambar 29 WNI - Lupa Nomor Registrasi Lapor Diri \nSelesai mengisikan data, user dapat memilih \n untuk memproses \ndata yang dimasukkan. Jika data yang dimasukkan memang sudah valid dan \npernah melakukan lapor diri, maka sistem akan menampilkan pop up seperti \nberikut.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.']","Untuk melakukan lapor diri, Anda perlu mengisi data identitas dan data di luar negeri. Setelah selesai mengisi data identitas, Anda dapat melanjutkan dengan mengisi data di luar negeri.

Apakah informasi ini membantu?","Identitas, tujuan menetap, dan kontak darurat.",0.0,0.0,0.6666666666666666,0.8412481997086896,0.2103120499271724
Bagaimana cara mengetahui data lapor diri sudah tersimpan?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', '14 \n \nGambar 22 WNI - Lapor Diri - Konfirmasi Lapor Diri \n \nUser dapat klik untuk mencentang pada checkbox \n \nterlebih dahulu, kemudian pilih \n untuk mengirim data lapor diri. \nJika ada data yang ternyata salah diisikan, WNI dapat klik \n \nuntuk mengubah data lapor diri. Sehingga akan tampil seperti gambar berikut.', '19 \nSelesai mengisikan data perpindahan, user dapat memilih \n \nuntuk melanjutkan pengisian data selanjutnya yaitu tujuan menetap seperti \nberikut. \n \nGambar 33 WNI - Lapor Diri Perpindahan (2) \nSelesai mengisikan data tujuan menetap, user dapat memilih \n, \nkemudian sistem akan mengarahkan pada pengisian data kontak darurat seperti \nberikut. \n \nGambar 34 WNI - Lapor Diri Perpindahan (3) \nSelesai mengisikan data lapor diri perpindahan, user dapat memilih \n \nkemudian sistem akan menampilkan resume data lapor diri perpindahan.']","Untuk mengetahui data lapor diri sudah tersimpan, setelah selesai mengisi data lapor diri perpindahan, Anda dapat memilih tombol ""Selanjutnya"". Kemudian, sistem akan menampilkan resume data lapor diri perpindahan Anda.

Apakah informasi ini membantu?",Akan muncul halaman konfirmasi dan tombol simpan.,0.4166666666458333,0.0,0.6666666666666666,0.8280738575327886,0.20701846438319715
Apakah sistem memberikan nomor registrasi setelah lapor diri?,"['17 \nUser dapat memasukkan nomor registrasi lapor diri pada kolom yang telah \ndisediakan kemudian klik \n memproses pengecekan nomor \nregistrasi lapor diri, sehingga sistem akan menampilkan pop up setiap berikut. \n \nGambar 27 WNI - Akun Terhubung \n \nApabila data yang dimasukkan tidak valid, maka sistem akan menampilkan pop up \nseperti berikut. \n \nGambar 28 WNI - Nomor Registrasi Tidak Ditemukan \n \nSelanjutnya, user dapat memilih \n, dan melakukan input ulang nomor \nregistrasi lapor diri. Apabila user lupa dengan nomor registrasi lapor diri yang \npernah dilakukan, maka user dapat memilih \n, kemudian sistem \nakan menampilkan form seperti berikut. \n \nGambar 29 WNI - Lupa Nomor Registrasi Lapor Diri \nSelesai mengisikan data, user dapat memilih \n untuk memproses \ndata yang dimasukkan. Jika data yang dimasukkan memang sudah valid dan \npernah melakukan lapor diri, maka sistem akan menampilkan pop up seperti \nberikut.', '8 \nPertama, seorang WNI akan ditampilkan halaman pengisian NIK. Sistem juga \nmenyediakan informasi mengenai nomor NIK yang harus di masukkan user dengan \nklik \n, maka sistem akan menampilkan informasi NIK dan contoh nomor NIK \nseperti berikut. \n \nGambar 9 WNI - Lapor Diri - Informasi NIK \nSetelah memasukkan nomor NIK, maka user dapat klik \n kemudian sistem \nakan melakukan pengecekan nomor NIK tersebut yang langsung terhubung \ndengan SIAK (Sistem Informasi Administrasi Kependudukan), apabila nomor NIK \ntersebut valid, maka sistem akan menampilkan pop up seperti berikut. \n \nGambar 10 WNI - Lapor Diri - Pop Up Identitas \nJika data identitas sudah sesuai, user dapat memilih \n  untuk \nmelanjutkan proses selanjutnya, atau pilih \n untuk input ulang NIK. \nApabila, NIK yang dimasukkan tidak valid, maka sistem akan menampilkan pop up \nseperti berikut.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '36 \n \nGambar 57 Nomor registrasi lapor diri baru sesudah ubahan data \nHal ini menyebabkan status lapor diri yang sebelumnya valid akan menjadi data lapor diri \nbaru yang statusnya masih menunggu verifikasi. \nII.8.1.2 Riwayat Lapor Diri \nUntuk melihat riwayat lapor diri yang pernah diajukan sebelumnya, user dapat klik pada\n, sistem akan menampilkan informasi berupa tanggal lapor diri, nomor \nregistrasi lapor diri, informasi lapor diri yang dilakukan apakah berupa kedatangan, \nkepindahan atau kepulangan, lalu terdapat kolom yang memuat alamat serta informasi \nperwakilan keberadaan WNI. Tampilan laman Riwayat lapor diri adalah sebagai berikut. \n \nGambar 58 Profil WNI - Riwayat Lapor Diri \nII.8.1.3 Riwayat Pelayanan \nUntuk melihat history layanan yang sudah diajukan, user dapat klik pada\n , \nmaka sistem akan menampilkan halaman Riwayat pelayanan yang memuat informasi \nterkait tanggal pengajuan, perwakilan tempat pengajuan layanan, nomor layanan, Jenis']","Ya, sistem akan memberikan nomor registrasi lapor diri setelah Anda melakukan lapor diri.

Apakah informasi ini membantu? Jika tidak, mohon beritahu saya apa lagi yang bisa saya bantu.","Ya, sistem memberi nomor registrasi lapor diri.",0.9166666666361111,0.0,0.0,0.9380686400062495,0.6095171600015623
Bagaimana cara menghubungkan data lapor diri lama dengan akun baru?,"['ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '17 \nUser dapat memasukkan nomor registrasi lapor diri pada kolom yang telah \ndisediakan kemudian klik \n memproses pengecekan nomor \nregistrasi lapor diri, sehingga sistem akan menampilkan pop up setiap berikut. \n \nGambar 27 WNI - Akun Terhubung \n \nApabila data yang dimasukkan tidak valid, maka sistem akan menampilkan pop up \nseperti berikut. \n \nGambar 28 WNI - Nomor Registrasi Tidak Ditemukan \n \nSelanjutnya, user dapat memilih \n, dan melakukan input ulang nomor \nregistrasi lapor diri. Apabila user lupa dengan nomor registrasi lapor diri yang \npernah dilakukan, maka user dapat memilih \n, kemudian sistem \nakan menampilkan form seperti berikut. \n \nGambar 29 WNI - Lupa Nomor Registrasi Lapor Diri \nSelesai mengisikan data, user dapat memilih \n untuk memproses \ndata yang dimasukkan. Jika data yang dimasukkan memang sudah valid dan \npernah melakukan lapor diri, maka sistem akan menampilkan pop up seperti \nberikut.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.']","Untuk menghubungkan data lapor diri lama dengan akun baru, Anda dapat memasukkan nomor registrasi lapor diri pada kolom yang telah disediakan, kemudian klik tombol untuk memproses pengecekan nomor registrasi lapor diri. Jika Anda lupa nomor registrasi lapor diri, Anda dapat memilih opsi ""Lupa Nomor Registrasi Lapor Diri"" dan mengisi formulir yang tersedia.

Apakah jawaban ini membantu?",Gunakan fitur 'sudah pernah lapor diri' dan masukkan nomor registrasi.,0.3333333333,1.0,0.75,0.8892652752728352,0.4723163188182088
Bagaimana cara input data jika lupa nomor registrasi lama?,"['17 \nUser dapat memasukkan nomor registrasi lapor diri pada kolom yang telah \ndisediakan kemudian klik \n memproses pengecekan nomor \nregistrasi lapor diri, sehingga sistem akan menampilkan pop up setiap berikut. \n \nGambar 27 WNI - Akun Terhubung \n \nApabila data yang dimasukkan tidak valid, maka sistem akan menampilkan pop up \nseperti berikut. \n \nGambar 28 WNI - Nomor Registrasi Tidak Ditemukan \n \nSelanjutnya, user dapat memilih \n, dan melakukan input ulang nomor \nregistrasi lapor diri. Apabila user lupa dengan nomor registrasi lapor diri yang \npernah dilakukan, maka user dapat memilih \n, kemudian sistem \nakan menampilkan form seperti berikut. \n \nGambar 29 WNI - Lupa Nomor Registrasi Lapor Diri \nSelesai mengisikan data, user dapat memilih \n untuk memproses \ndata yang dimasukkan. Jika data yang dimasukkan memang sudah valid dan \npernah melakukan lapor diri, maka sistem akan menampilkan pop up seperti \nberikut.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'secara otomatis akan mengarahkan pada halaman input nomor KTKLN seperti \nberikut. Namun jika dari pencarian NIK / Paspor, dua-duanya atau salah satunya \nditemukan, maka sistem tidak akan mengarahkan ke halaman input nomor KTKLN. \nHalaman ini hanya akan ditampilkan jika pencarian NIK dan Paspor tidak \nditemukan.', 'ii \nII.8.1.1.1 Ubah Profil .............................................................................................. 34 \nII.8.1.2 Riwayat Lapor Diri ........................................................................................ 36 \nII.8.1.3 Riwayat Pelayanan ....................................................................................... 36 \nII.8.1.4 Riwayat Pengaduan ..................................................................................... 37 \nII.8.1.5 Riwayat Dokumen ........................................................................................ 37 \nII.9 Fitur Lain ................................................................................................................... 37 \nII.9.1 Ubah Password ................................................................................................... 37 \nII.9.2 Keluar Aplikasi .................................................................................................... 38']","Jika Anda lupa dengan nomor registrasi lapor diri yang pernah dilakukan, Anda dapat memilih opsi ""Lupa Nomor Registrasi Lapor Diri"". Sistem akan menampilkan formulir yang harus diisi. Setelah selesai mengisi data, pilih tombol untuk memproses data yang dimasukkan. Jika data yang dimasukkan valid dan Anda pernah melakukan lapor diri, sistem akan menampilkan informasi terkait.

Apakah informasi ini membantu?",Gunakan opsi 'lupa nomor registrasi' dan isi formulir.,0.9999999999,1.0,0.8,0.9059193388592933,0.6014798347148234
Apa itu fitur lapor diri perpindahan?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', '15 \n \nGambar 23 WNI - Lapor Diri - Konfirmasi Lapor Diri – Ubah']","Maaf, saya tidak tahu mengenai fitur lapor diri perpindahan. Saya dapat membantu menjawab pertanyaan terkait informasi pelayanan yang ada pada masing-masing perwakilan dan status layanan yang sudah diajukan.

Apakah jawaban ini membantu?",Fitur untuk WNI yang berpindah antar negara di luar negeri.,0.0,0.0,0.5,0.8203789012131426,0.20509472530328565
Kapan harus menggunakan fitur lapor diri perpindahan?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'i \nDAFTAR ISI \n \nDAFTAR ISI ............................................................................................................................ i \nDAFTAR GAMBAR ................................................................................................................ iii \nBAB I PENGENALAN APLIKASI .............................................................................................. 1 \nI.1 Deskripsi Singkat Aplikasi .............................................................................................. 1 \nI.2 Deskripsi User ................................................................................................................ 1 \nI.3 Langkah Awal Penggunaan Aplikasi ............................................................................. 1 \nI.4 Fungsi - Fungsi Menu ................................................................................................... 2', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.']","Maaf, saya tidak tahu informasi mengenai kapan harus menggunakan fitur lapor diri perpindahan. Saya dapat memberikan informasi mengenai fungsi-fungsi menu pada aplikasi. Apakah itu akan membantu?",Jika berpindah tempat tinggal antar negara di luar negeri.,0.0,0.0,0.3333333333333333,0.7812866046178932,0.1953216511544733
Apa saja data yang dibutuhkan saat lapor diri perpindahan?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', ', maka sistem akan menampilkan halaman pengisian lapor diri \nkedatangan seperti berikut. \n \nGambar 8 WNI - Lapor Diri - Input NIK', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '17 \nUser dapat memasukkan nomor registrasi lapor diri pada kolom yang telah \ndisediakan kemudian klik \n memproses pengecekan nomor \nregistrasi lapor diri, sehingga sistem akan menampilkan pop up setiap berikut. \n \nGambar 27 WNI - Akun Terhubung \n \nApabila data yang dimasukkan tidak valid, maka sistem akan menampilkan pop up \nseperti berikut. \n \nGambar 28 WNI - Nomor Registrasi Tidak Ditemukan \n \nSelanjutnya, user dapat memilih \n, dan melakukan input ulang nomor \nregistrasi lapor diri. Apabila user lupa dengan nomor registrasi lapor diri yang \npernah dilakukan, maka user dapat memilih \n, kemudian sistem \nakan menampilkan form seperti berikut. \n \nGambar 29 WNI - Lupa Nomor Registrasi Lapor Diri \nSelesai mengisikan data, user dapat memilih \n untuk memproses \ndata yang dimasukkan. Jika data yang dimasukkan memang sudah valid dan \npernah melakukan lapor diri, maka sistem akan menampilkan pop up seperti \nberikut.']","Maaf, saya tidak memiliki informasi mengenai data yang dibutuhkan saat lapor diri perpindahan. Saya hanya memiliki informasi terkait lapor diri kedatangan dan cara mengecek nomor registrasi lapor diri.

Apakah informasi mengenai lapor diri kedatangan atau cara mengecek nomor registrasi lapor diri bisa membantu Anda?","Negara asal, tujuan, alamat, dan kontak darurat.",0.0,0.0,0.3333333333333333,0.8063672746846694,0.20159181867116735
Apa itu fitur lapor diri kepulangan?,"['6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', '6 \n \nGambar 6 WNI - Beranda']","Maaf, saya tidak tahu mengenai fitur lapor diri kepulangan. Saya dapat membantu menjawab pertanyaan terkait informasi pelayanan yang ada pada masing-masing perwakilan dan status layanan yang sudah diajukan.

Apakah jawaban ini membantu?",Lapor kepulangan ke Indonesia untuk tutup data luar negeri.,0.0,0.0,0.5,0.8022516876472168,0.2005629219118042
Kapan WNI harus melakukan lapor diri kepulangan?,"['terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', '6 \n \nGambar 6 WNI - Beranda', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', '15 \n \nGambar 23 WNI - Lapor Diri - Konfirmasi Lapor Diri – Ubah']","Maaf, saya tidak tahu. Informasi mengenai kapan WNI harus melakukan lapor diri kepulangan tidak tersedia dalam dokumen yang saya miliki.

Apakah jawaban ini membantu? Jika tidak, mohon beritahu saya, dan saya akan mencoba membantu lebih lanjut.",Segera setelah WNI kembali dan tinggal di Indonesia.,0.0,0.0,0.0,0.7911564831765056,0.1977891207941264
Bagaimana cara menambahkan anggota keluarga saat lapor diri?,"['22 \n \nGambar 39 WNI - Lapor Diri - Form Lapor Diri Keluarga', '39 \n \nGambar 63 WNI – Informasi Akun (4) \n \n \nUser dapat klik \n maka sistem akan mengembalikan halaman ke halaman \npublik.', '15 \n \nGambar 23 WNI - Lapor Diri - Konfirmasi Lapor Diri – Ubah', '6 \n \nGambar 6 WNI - Beranda']","Untuk menambahkan anggota keluarga saat lapor diri, Anda dapat melihat pada Gambar 39 WNI - Lapor Diri - Form Lapor Diri Keluarga.

Apakah jawaban ini membantu?",Klik tambah anggota keluarga dan isi datanya.,0.0,1.0,0.5,0.8897371979953502,0.22243429949883756
Apakah ada formulir khusus untuk anggota keluarga dalam lapor diri?,"['22 \n \nGambar 39 WNI - Lapor Diri - Form Lapor Diri Keluarga', 'Gambar 32 WNI - Lapor Diri Perpindahan .............................................................................. 18 \nGambar 33 WNI - Lapor Diri Perpindahan (2) ........................................................................ 19 \nGambar 34 WNI - Lapor Diri Perpindahan (3) ........................................................................ 19 \nGambar 35 WNI - Sudah Lapor Diri - Halaman Lapor Diri ...................................................... 20 \nGambar 36 WNI - Lapor Diri - Data Kepulangan .................................................................... 20 \nGambar 37 WNI - Sudah Lapor Diri - Halaman Lapor Diri ....................................................... 21 \nGambar 38 WNI - Halaman Lapor Diri Keluarga ..................................................................... 21 \nGambar 39 WNI - Lapor Diri - Form Lapor Diri Keluarga......................................................... 22', '24 \n \nGambar 41 WNI - Pelindungan - Form Identitas \n \nPada form identias, isikan informasi dengan lengkap agar memudahkan pihak \nperwakilan mengambil tindatakn terhadap kasus yang ada. Kemudian klik \n untuk melanjutkan ke form kasus.', '21 \nII.2.4 Keluarga \nFitur ini berfungsi untuk melakukan lapor diri bagi WNI yang membawa \nkeluarga/pengikut. Untuk dapat menggunakan fitur tersebut, user dapat klik \n, maka sistem akan menampilkan halaman seperti berikut. \n \nGambar 37 WNI - Sudah Lapor Diri - Halaman Lapor Diri \n \nUntuk melakukan lapor diri keluarga, maka user dapat klik \n di \nLapor Diri Keluarga, maka akan tampil seperti berikut. \n \nGambar 38 WNI - Halaman Lapor Diri Keluarga \n \nUntuk menambahkan anggota keluarga/pengikut, klik tombol \n, maka \nakan tampil form lapor diri keluarga seperti berikut.']","Ya, ada formulir khusus untuk anggota keluarga dalam lapor diri. Setelah Anda melakukan lapor diri, Anda dapat menambahkan anggota keluarga/pengikut dengan mengklik tombol yang tersedia. Kemudian, akan tampil formulir lapor diri keluarga yang harus diisi.

Apakah jawaban ini membantu?","Ya, tersedia form khusus untuk anggota keluarga.",0.9166666666361111,1.0,0.75,0.8904036351103513,0.9726009087775878
Apa fungsi menu Pelindungan di aplikasi peduliWNI?,"['26 \nklik \n. Kemudian akan tampil halaman cek status permohonan pelindungan sebagai \nberikut. \n \nGambar 44 WNI - Pelindungan - Halaman Cek Status Permohonan Pelindungan \nII.4 Menu Pelayanan \nMenu ini menampilkan akses ke halaman pelayanan yang berisi beberapa pelayanan yang \ndapat diakses oleh user berdasarkan perwakilan yang terdaftar. Menu ini digunakan ketika \nWNI membutuhkan pelayanan terkait administrasi, user dapat memilih \n maka \ntampil seperti berikut.', '23 \nUser dapat klik untuk mencentang pada checkbox \n \nterlebih dahulu, kemudian klik \n  untuk menyimpan data lapor diri. Data \ntelah masuk ke sistem dan menunggu verifikasi dari perwakilan. \nII.3 Menu Pelindungan \nMenu ini menampilkan akses ke form permohonan pelindungan dan cek status \npermohonan pelindungan. Menu ini digunakan ketika WNI mengalami kasus di Luar \nNegeri dan memerlukan bantuan dari pihak perwakilan. Untuk dapat mengakses menu \npelindungan, user dapat memilih \n maka tampil seperti berikut. \n \nGambar 40 WNI - Pelindungan \n \nII.3.1 Buat Permohonan Pelindungan \nUntuk membuat permohonan pelindungan, user  dapat klik tombol \n pada \nbagian “Permohonan Pelindungan”. Kemudian akan tampil form permohonan \npelindungan.', 'II.6 Menu Pengumuman ................................................................................................. 30 \nII.6.1 Lihat Detail .......................................................................................................... 30 \nII.6.2 Pencarian Data Pengumuman ............................................................................. 31 \nII.7 Menu Referensi ......................................................................................................... 31 \nII.8 Profil WNI ..................................................................................................................32 \nII.8.1 Lihat Detail .......................................................................................................... 33 \nII.8.1.1 Identitas ........................................................................................................ 34', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI']","Menu Pelindungan di aplikasi Peduli WNI berfungsi sebagai akses ke formulir permohonan perlindungan dan pengecekan status permohonan perlindungan. Menu ini digunakan ketika WNI mengalami kasus di luar negeri dan memerlukan bantuan dari perwakilan Republik Indonesia. Untuk mengakses menu ini, pengguna dapat memilih menu ""Pelindungan"" pada aplikasi.

Apakah jawaban ini membantu?","Untuk mengajukan bantuan jika WNI menghadapi masalah hukum, dll.",0.49999999995,0.0,1.0,0.8704310219393909,0.7945308324079248
Bagaimana cara mengajukan permohonan pelindungan?,"['layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'II.2.4 Keluarga .............................................................................................................. 21 \nII.3 Menu Pelindungan .....................................................................................................23 \nII.3.1 Buat Permohonan Pelindungan ...........................................................................23 \nII.3.2 Cek Status Permohonan Peindungan ................................................................. 25 \nII.4 Menu Pelayanan ....................................................................................................... 26 \nII.5 Menu Informasi Pelayanan ........................................................................................27 \nII.5.1 Lihat Detail .......................................................................................................... 28 \nII.5.2 Pencarian Informasi Pelayanan .......................................................................... 30', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI']","Untuk mengajukan permohonan pelindungan, Anda dapat mengakses menu ""Pelindungan"" lalu memilih ""Buat Permohonan Pelindungan"".

Apakah jawaban ini membantu? Jika ya, saya senang bisa membantu. Jika tidak, saya mohon maaf dan siap membantu lebih lanjut.",Isi form identitas dan form kasus secara lengkap.,0.49999999995,0.0,0.3333333333333333,0.8075414184936612,0.2018853546234153
Apa itu nomor permohonan pelindungan?,"['terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', '24 \n \nGambar 41 WNI - Pelindungan - Form Identitas \n \nPada form identias, isikan informasi dengan lengkap agar memudahkan pihak \nperwakilan mengambil tindatakn terhadap kasus yang ada. Kemudian klik \n untuk melanjutkan ke form kasus.', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'iv \nGambar 40 WNI - Pelindungan ..............................................................................................23 \nGambar 41 WNI - Pelindungan - Form Identitas .................................................................... 24 \nGambar 42 WNI - Pelindungan - Form Kasus ........................................................................ 25 \nGambar 43 WNI - Pelindungan - Nomor Permohonan Pelindungan ...................................... 25 \nGambar 44 WNI - Pelindungan - Halaman Cek Status Permohonan Pelindungan .................. 26 \nGambar 45 WNI – Pelayanan.................................................................................................27 \nGambar 46 WNI – Informasi Pelayanan ............................................................................. 28 \nGambar 47 WNI – Detail Informasi Pelayanan (1) .............................................................. 28']","Maaf, saya tidak memiliki informasi spesifik mengenai apa itu nomor permohonan pelindungan. Informasi yang saya miliki hanya menunjukkan bahwa setelah mengisi form kasus pada menu Pelindungan, akan muncul nomor permohonan pelindungan.

Apakah jawaban ini membantu? Jika tidak, mohon beritahu saya, dan saya akan mencoba membantu lebih lanjut.",Nomor unik untuk melacak status permohonan.,0.0,0.0,0.0,0.8350553618465564,0.2087638404616391
Bagaimana cara mengecek status permohonan pelindungan?,"['26 \nklik \n. Kemudian akan tampil halaman cek status permohonan pelindungan sebagai \nberikut. \n \nGambar 44 WNI - Pelindungan - Halaman Cek Status Permohonan Pelindungan \nII.4 Menu Pelayanan \nMenu ini menampilkan akses ke halaman pelayanan yang berisi beberapa pelayanan yang \ndapat diakses oleh user berdasarkan perwakilan yang terdaftar. Menu ini digunakan ketika \nWNI membutuhkan pelayanan terkait administrasi, user dapat memilih \n maka \ntampil seperti berikut.', 'layanan serta status dari layanan yang sudah diajukan sebagai berikut.', 'II.2.4 Keluarga .............................................................................................................. 21 \nII.3 Menu Pelindungan .....................................................................................................23 \nII.3.1 Buat Permohonan Pelindungan ...........................................................................23 \nII.3.2 Cek Status Permohonan Peindungan ................................................................. 25 \nII.4 Menu Pelayanan ....................................................................................................... 26 \nII.5 Menu Informasi Pelayanan ........................................................................................27 \nII.5.1 Lihat Detail .......................................................................................................... 28 \nII.5.2 Pencarian Informasi Pelayanan .......................................................................... 30', '25 \n \nGambar 42 WNI - Pelindungan - Form Kasus \nPada form kasus, isikan informasi dengan lengkap agar memudahkan pihak \nperwakilan mengambil tindatakn terhadap kasus yang ada. Kemudian klik \n untuk menyimpan data kasus. \n \nGambar 43 WNI - Pelindungan - Nomor Permohonan Pelindungan \nNomor permohonan pelindungan digunakan untuk melakukan pengecekan status \npada menu Pelindungan. \nII.3.2 Cek Status Permohonan Peindungan \nUser dapat melakukan pengecekan status permohonan yang telah dibuat. Hal tersebut \nmemudahkan user untuk melihat update tahapan kasus yang diajukan. Untuk \nmenggunakan cek status, isi form cek kasus pada halaman menu pelindungan, kemudian']","Untuk mengecek status permohonan pelindungan, Anda dapat mengisi form cek kasus pada halaman menu pelindungan. Setelah itu, klik untuk melihat status permohonan Anda. Nomor permohonan pelindungan yang Anda dapatkan sebelumnya akan digunakan untuk pengecekan status ini.

Apakah informasi ini membantu?",Masukkan nomor permohonan di menu cek status.,0.8055555555287036,1.0,0.75,0.8901025674475078,0.43681135614759126
Apa itu menu Pelayanan di aplikasi peduliWNI?,"['terlihat tampilan berikut ini. \nWNI\nBeranda\nLapor Diri\nPelindungan\nPengaduan Layanan\nPelayanan\nInformasi Pelayanan\nPengumuman\nReferensi\nFAQ\nProfil WNI', '6. \n \nMenu ini menampilkan informasi pelayanan yang ada pada \nmasing-masing perwakilan.', 'iii \nDAFTAR GAMBAR \n \nGambar 1 Hak Akses WNI ........................................................................................................ 1 \nGambar 2 Halaman Awal Aplikasi .......................................................................................... 2 \nGambar 3 WNI - Login ........................................................................................................... 4 \nGambar 4 WNI – Daftar ........................................................................................................ 4 \nGambar 5 WNI – Email Konfirmasi ....................................................................................... 5 \nGambar 6 WNI - Beranda ....................................................................................................... 6 \nGambar 7 WNI - Lapor Diri ..................................................................................................... 7', '29 \n \n \nGambar 48 WNI – Detail Informasi Pelayanan (2) \n \nPada halaman tersebut, user dapat melihat pelayanan apa saja yang disediakan, serta jam \nkerja dari perwakilan tersebut seperti berikut. \n \nGambar 49 WNI - Detail Informasi Pelayanan – Jam Kerja']","Menu Pelayanan di aplikasi PeduliWNI menampilkan informasi pelayanan yang ada pada masing-masing perwakilan RI di luar negeri. Anda dapat melihat pelayanan apa saja yang disediakan, serta jam kerja dari perwakilan tersebut.

Apakah jawaban ini membantu?",Untuk mengakses layanan dokumen dari perwakilan RI.,0.0,0.0,0.6666666666666666,0.8572603475777462,0.21431508689443654
